Title;Journal Name;Open Access;Bibcode
Ozone, nitrogen dioxide, and PM<SUB>2.5</SUB> estimation from observation-model machine learning fusion over S. Korea: Influence of observation density, chemical transport model resolution, and geostationary remotely sensed AOD; Atmospheric Environment; True; 2024AtmEn.33120603T
Assessment of oceanographic conditions during the North Atlantic EXport processes in the ocean from RemoTe sensing (EXPORTS) field campaign; Progress in Oceanography; True; 2024PrOce.22003170J
Laboratory testing of desiccation crack growth in terrestrial Martian analog environments using digital image correlation; Planetary and Space Science; False; 2024P&SS..24805933E
An ALMA Molecular Inventory of Warm Herbig Ae Disks. I. Molecular Rings, Asymmetries, and Complexity in the HD 100546 Disk; The Astronomical Journal; True; 2024AJ....167..164B
Accurate, Precise, and Physically Self-consistent Ages and Metallicities for 400,000 Solar Neighborhood Subgiant Branch Stars; The Astrophysical Journal; True; 2024ApJ...976...87N
The hot circumgalactic medium in the eROSITA All-Sky Survey: II. Scaling relations between X-ray luminosity and galaxies' mass; Astronomy and Astrophysics; True; 2024A&A...690A.268Z
CLASSY. X. Highlighting Differences between Partial Covering and Semianalytic Modeling in the Estimation of Galactic Outflow Properties; The Astrophysical Journal; True; 2024ApJ...975...58H
Disentangling the Entangled Linkages of Relative Magnetic Helicity; The Astrophysical Journal; True; 2024ApJ...961..156S
Slim-disk modeling reveals an accreting intermediate-mass black hole in the luminous fast blue optical transient AT2018cow; Astronomy and Astrophysics; True; 2024A&A...691A.228C
A Deep Dive into the NGC 741 Galaxy Group: Insights into a Spectacular Head-tail Radio Galaxy from VLA, MeerKAT, uGMRT, and LOFAR; The Astrophysical Journal; True; 2024ApJ...976...64R
The UNCOVER Survey: A First-look HST+JWST Catalog of Galaxy Redshifts and Stellar Population Properties Spanning 0.2 ≲ z ≲ 15; The Astrophysical Journal Supplement Series; True; 2024ApJS..270...12W
The West Pacific Teleconnection Drives the Interannual Variability of Autumn Wildfire Weather in the Western United States After 2000; Earth's Future; True; 2024EaFut..1204922L
Modelling stellar irradiances I: the transition regions of FGKM stars; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.534.3989D
Magnetic Field Alignment Relative to Multiple Tracers in the High-mass Star-forming Region RCW 36; The Astrophysical Journal; True; 2024ApJ...975..267B
Anatomy of an ionized bubble: NIRCam grism spectroscopy of the z = 6.6 double-peaked Lyman-α emitter COLA1 and its environment; Astronomy and Astrophysics; True; 2024A&A...689A..44T
The Peculiar Radio Evolution of the Tidal Disruption Event ASASSN-19bt; The Astrophysical Journal; True; 2024ApJ...974...18C
Do Minihalos Affect Cosmic Reionization?; The Astrophysical Journal; True; 2024ApJ...963..150G
Observational mapping of the mass discrepancy in eclipsing binaries: Selection of the sample and its photometric and spectroscopic properties; Astronomy and Astrophysics; True; 2024A&A...683A.252T
Effect of cosmic rays and ionizing radiation on observational ultraviolet plasma diagnostics in the circumgalactic medium; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.528.7543H
Characteristics of Thin Magnetotail Current Sheet Plasmas at Lunar Distances; Journal of Geophysical Research (Space Physics); False; 2024JGRA..12932755K
TREASUREHUNT: Transients and Variability Discovered with HST in the JWST North Ecliptic Pole Time-domain Field; The Astrophysical Journal Supplement Series; True; 2024ApJS..272...19O
EWOCS-II: X-ray properties of the Wolf–Rayet stars in the young Galactic super star cluster Westerlund 1; Astronomy and Astrophysics; True; 2024A&A...690A..25A
Productivity and organic carbon loading control uranium isotope behavior in ancient reducing settings: Implications for the paleoredox proxy; Geochimica et Cosmochimica Acta; False; 2024GeCoA.368..197R
Highly accurate potential energy surface and dipole moment surface for nitrous oxide and 296K infrared line lists for <SUP>14</SUP>N<SUB>2</SUB><SUP>16</SUP>O and minor isotopologues; Molecular Physics; True; 2024MolPh.12232892H
Adiabatic reactions on excited electronic states of N<mml:math altimg="si85.svg" display="inline" id="d1e643"><mml:msub><mml:mrow></mml:mrow><mml:mrow><mml:mn>2</mml:mn></mml:mrow></mml:msub></mml:math>O: First computations on the O(<mml:math altimg="si144.svg" display="inline" id="d1e652"><mml:msup><mml:mrow></mml:mrow><mml:mrow><mml:mn>3</mml:mn></mml:mrow></mml:msup></mml:math>P)+N<mml:math altimg="si85.svg" display="inline" id="d1e660"><mml:msub><mml:mrow></mml:mrow><mml:mrow><mml:mn>2</mml:mn></mml:mrow></mml:msub></mml:math>(X)<mml:math altimg="si195.svg" display="inline" id="d1e669"><mml:mo>→</mml:mo></mml:math>N(<mml:math altimg="si147.svg" display="inline" id="d1e675"><mml:msup><mml:mrow></mml:mrow><mml:mrow><mml:mn>2</mml:mn></mml:mrow></mml:msup></mml:math>D)+NO(X) and O(<mml:math altimg="si144.svg" display="inline" id="d1e684"><mml:msup><mml:mrow></mml:mrow><mml:mrow><mml:mn>3</mml:mn></mml:mrow></mml:msup></mml:math>P)+N<mml:math altimg="si85.svg" display="inline" id="d1e693"><mml:msub><mml:mrow></mml:mrow><mml:mrow><mml:mn>2</mml:mn></mml:mrow></mml:msub></mml:math>(A)<mml:math altimg="si195.svg" display="inline" id="d1e701"><mml:mo>→</mml:mo></mml:math> N(<mml:math altimg="si183.svg" display="inline" id="d1e707"><mml:msup><mml:mrow></mml:mrow><mml:mrow><mml:mn>4</mml:mn></mml:mrow></mml:msup></mml:math>S)+NO(X) reactions; Chemical Physics Letters; False; 2024CPL...84441261G
Going Beyond the MHD Approximation: Physics-based Numerical Solution of the CGL Equations; The Astrophysical Journal; True; 2024ApJ...970..154B
HyPyRameter: A Python Toolbox to Calculate Spectral Parameters from Hyperspectral Reflectance Data; The Planetary Science Journal; True; 2024PSJ.....5..258P
Feedback-regulated seed black hole growth in star-forming molecular clouds and galactic nuclei; Astronomy and Astrophysics; True; 2024A&A...691A..24S
A Dynamical Model for IRAS 00500+6713: The Remnant of a Type Iax Supernova SN 1181 Hosting a Double Degenerate Merger Product WD J005311; The Astrophysical Journal; True; 2024ApJ...969..116K
Robust finite-temperature many-body scarring on a quantum computer; Physical Review A; True; 2024PhRvA.110d2606D
Discovery of a Hypervelocity L Subdwarf at the Star/Brown Dwarf Mass Limit; The Astrophysical Journal; True; 2024ApJ...971L..25B
The nature of insoluble organic matter in Sutter's Mill and Murchison carbonaceous chondrites: Testing the effect of x-ray computed tomography and exploring parent body organic molecular evolution; Meteoritics and Planetary Science; False; 2024M&PS...59....3C
Impact of the Polar Vortex on Sub-Seasonal O/N<SUB>2</SUB> Variability in the Lower Thermosphere Using GOLD and WACCM-X; Journal of Geophysical Research (Space Physics); True; 2024JGRA..12932724M
A simple method to measure ν<SUB>max</SUB> for asteroseismology: application to 16 000 oscillating Kepler red giants; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.530.3477S
The Faint Satellite System of NGC 253: Insights into Low-density Environments and No Satellite Plane; The Astrophysical Journal; True; 2024ApJ...966..188M
Helium reservoirs in iron nanoparticles on the lunar surface; Communications Earth and Environment; True; 2024ComEE...5..189C
One-Step Local Acceleration Process of Ultra-Relativistic Electrons in the Center of the Outer Radiation Belt: Observations; Journal of Geophysical Research (Space Physics); True; 2024JGRA..12933024G
A Fast Radio Burst in a Compact Galaxy Group at z ∼ 1; The Astrophysical Journal; True; 2024ApJ...963L..34G
Physical properties of asteroid Dimorphos as derived from the DART impact; Nature Astronomy; True; 2024NatAs...8..445R
DART Impact Ejecta Plume Evolution: Implications for Dimorphos; The Planetary Science Journal; True; 2024PSJ.....5..118C
The Impact of Single Group Flashes on Geostationary Lightning Mapper Data; Journal of Geophysical Research (Atmospheres); False; 2024JGRD..12940210M
Relativistic Electron Flux Decay and Recovery: Relative Roles of EMIC Waves, Chorus Waves, and Electron Injections; Journal of Geophysical Research (Space Physics); False; 2024JGRA..12933174Z
Circumstellar Interaction Signatures in the Low-luminosity Type II SN 2021gmj; The Astrophysical Journal; True; 2024ApJ...971..141M
Characterizing the γ-Ray Emission from FR0 Radio Galaxies; The Astrophysical Journal; True; 2024ApJ...971...84K
A Photoionization Model for the Infrared Coronal Line Emission in the Classical Nova V1716 Scorpii; The Astrophysical Journal; True; 2024ApJ...968...31W
Automated Scheduling of Doppler Exoplanet Observations at Keck Observatory; The Astronomical Journal; True; 2024AJ....167..122H
Preparation of Acetylenediol (HOCCOH) and Glyoxal (HCOCHO) in Interstellar Analog Ices of Carbon Monoxide and Water; The Astrophysical Journal; True; 2024ApJ...967...79W
Disagreement on the North Atlantic Cold Blob Formation Mechanisms among Climate Models; Journal of Climate; True; 2024JCli...37.4061F
Modal Petrology and Mineral Chemistry of the &lt 1 mm Size Fraction of Lunar Regolith in Apollo 17 Drive Tube Section 73002; Journal of Geophysical Research (Planets); False; 2024JGRE..12907991S
Mapping of Western Valles Marineris Light-Toned Layered Deposits and Newly Classified Rim Deposits; Journal of Geophysical Research (Planets); True; 2024JGRE..12908425M
Updated Catalog of Kepler Planet Candidates: Focus on Accuracy and Orbital Periods; The Planetary Science Journal; True; 2024PSJ.....5..152L
Analyze mass spectrometry data with artificial intelligence to assist the understanding of past habitability of Mars and provide insights for future missions; Icarus; True; 2024Icar..40815824N
Connecting Lyα and Ionizing Photon Escape in the Sunburst Arc; The Astrophysical Journal; True; 2024ApJ...977..234O
Extracting fundamental parameters of 2D natural thermal convection using convolutional neural networks; Journal of Applied Physics; True; 2024JAP...135n4702A
Attractive proposal for resolving the Hubble tension: Dynamical attractors that unify early and late dark energy; Physical Review D; True; 2024PhRvD.109f3525R
Scalar field dark matter: impact of supernova-driven blowouts on the soliton structure of low-mass dark matter haloes; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.532.1980R
Astronaut omics and the impact of space on the human body at scale; Nature Communications; True; 2024NatCo..15.4952R
Predictions for electromagnetic counterparts to Neutron Star mergers discovered during LIGO-Virgo-KAGRA observing runs 4 and 5; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.528.1109S
Generalized Time-Series Analysis for In Situ Spacecraft Observations: Anomaly Detection and Data Prioritization Using Principal Components Analysis and Unsupervised Clustering; Earth and Space Science; True; 2024E&SS...1103753F
Supernova rates and luminosity functions from ASAS-SN I: 2014-2017 Type Ia SNe and their subtypes; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.530.5016D
The Binary Black Hole Merger Rate Deviates from the Cosmic Star Formation Rate: A Tug of War between Metallicity and Delay Times; The Astrophysical Journal; True; 2024ApJ...976...23B
Coupled Stratospheric Ozone and Atlantic Meridional Overturning Circulation Feedbacks on the Northern Hemisphere Midlatitude Jet Response to 4xCO<SUB>2</SUB>; Journal of Climate; True; 2024JCli...37.2897O
TESS Stellar Rotation up to 80 Days in the Southern Continuous Viewing Zone; The Astrophysical Journal; True; 2024ApJ...962...47C
Multi-Instrument and SAMI3-TIDAS Data Assimilation Analysis of Three-Dimensional Ionospheric Electron Density Variations During the April 2024 Total Solar Eclipse; Journal of Geophysical Research (Space Physics); True; 2024JGRA..12932955A
Revisiting empirical solar energetic particle scaling relations: II. Coronal mass ejections; Astronomy and Astrophysics; True; 2024A&A...690A..60P
Constraints on Remnant Planetary Systems as a Function of Main-sequence Mass with HST/COS; The Astrophysical Journal; True; 2024ApJ...976..156O
The impact of feedback on the evolution of gas density profiles from galaxies to clusters: a universal fitting formula from the Simba suite of simulations; The Open Journal of Astrophysics; True; 2024OJAp....7E.115S
Influence of Physical Factors on Restratification of the Upper Water Column in Antarctic Coastal Polynyas; Journal of Geophysical Research (Oceans); True; 2024JGRC..12920762X
MINDS. JWST/MIRI Reveals a Dynamic Gas-rich Inner Disk inside the Cavity of SY Cha; The Astrophysical Journal; True; 2024ApJ...962....8S
Exploring Standing and Reflected Slow-Mode Waves in Flaring Coronal Loops: A Parametric Study Using 2.5D MHD Modeling; Solar Physics; True; 2024SoPh..299...37W
The Role of the Polar Vortex Jet for Secondary and Higher-Order Gravity Waves in the Northern Mesosphere and Thermosphere During 11-14 January 2016; Journal of Geophysical Research (Space Physics); False; 2024JGRA..12932521V
PDRs4All. VI. Probing the photochemical evolution of PAHs in the Orion Bar using machine learning techniques; Astronomy and Astrophysics; True; 2024A&A...685A..77P
A Closer Look at Small-scale Magnetic Flux Ropes in the Solar Wind at 1 au: Results from Improved Automated Detection; The Astrophysical Journal Supplement Series; True; 2024ApJS..271...42F
BST1047+1156: A (Failing) Ultradiffuse Tidal Dwarf in the Leo I Group; The Astrophysical Journal; True; 2024ApJ...964...67M
A benchmark for extreme conditions of the multiphase interstellar medium in the most luminous hot dust-obscured galaxy at z = 4.6; Astronomy and Astrophysics; True; 2024A&A...682A.166F
Confirming the Tidal Tails of the Young Open Cluster Blanco 1 with TESS Rotation Periods; The Astrophysical Journal; True; 2024ApJ...977..103S
Concise Spectrotemporal Studies of Magnetar SGR J1935+2154 Bursts; The Astrophysical Journal; True; 2024ApJ...965..130K
UNCOVER: A NIRSpec Census of Lensed Galaxies at z = 8.50–13.08 Probing a High-AGN Fraction and Ionized Bubbles in the Shadow; The Astrophysical Journal; True; 2024ApJ...977..250F
Boron Abundances in Early B Dwarfs of the Galactic Open Cluster NGC 3293; The Astrophysical Journal; True; 2024ApJ...968....1P
Zero Metallicity with Zero CPU Hours: Masses of the First Stars on the Laptop; The Astrophysical Journal; True; 2024ApJ...963...33G
Metallicity Mapping of the Ionized Diffuse Gas at the Milky Way Disk–Halo Interface; The Astrophysical Journal; True; 2024ApJ...976..222C
Mapping the Milky Way in 5D with 170 Million Stars; The Astrophysical Journal; True; 2024ApJ...970..121S
Shallow Encounters' Impact on Asteroid Deflection Prediction and Implications on Trajectory Design; Journal of Guidance Control Dynamics; True; 2024JGCD...47.1341N
Jaguar conservation is caught in the crossfire of America's 'War on Drugs'; Biological Conservation; True; 2024BCons.29610687M
Search for Joint Multimessenger Signals from Potential Galactic Cosmic-Ray Accelerators with HAWC and IceCube; The Astrophysical Journal; True; 2024ApJ...976....8A
The high energy X-ray probe (HEX-P): probing the physics of the X-ray corona in active galactic nuclei; Frontiers in Astronomy and Space Sciences; True; 2024FrASS..1008056K
Understanding the Effects of Micrometeoroid Bombardment on Graphite-rich Mercury Analogs through Laboratory Experiments and Electron Microscopy Analysis; The Planetary Science Journal; True; 2024PSJ.....5..248B
The Interplay Between Collisionless Magnetic Reconnection and Turbulence; Space Science Reviews; True; 2024SSRv..220...90S
High-resolution Dayside Spectroscopy of WASP-189 b: Detection of Iron during the GHOST/Gemini South System Verification Run; The Astronomical Journal; True; 2024AJ....168..148D
Clouds and Seasonality on Terrestrial Planets with Varying Rotation Rates; The Astrophysical Journal; True; 2024ApJ...963...36W
A Multiwavelength Portrait of the 3C 220.3 Lensed System; The Astrophysical Journal; True; 2024ApJ...974..171H
Disc settling and dynamical heating: histories of Milky Way-mass stellar discs across cosmic time in the FIRE simulations; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.527.6926M
Characterizing the Rapid Hydrogen Disappearance in SN 2022crv: Evidence of a Continuum between Type Ib and IIb Supernova Properties; The Astrophysical Journal; True; 2024ApJ...974..316D
The Generation of 150 km Echoes Through Nonlinear Wave Mode Coupling; Geophysical Research Letters; True; 2024GeoRL..5107212L
Observed Spatiotemporal Variability in the Annual Sea Level Cycle Along the Global Coast; Journal of Geophysical Research (Oceans); True; 2024JGRC..12920300B
In-flight performance of SPIDER's 280-GHz receivers; Journal of Astronomical Telescopes, Instruments, and Systems; True; 2024JATIS..10d4012S
Updated Proper Motion of the Neutron Star in the Supernova Remnant Cassiopeia A; The Astrophysical Journal; True; 2024ApJ...962...82H
Stellar Abundances at the Center of Early-type Galaxies with Fine Structure; The Astrophysical Journal; True; 2024ApJ...968..127B
Optical Spectropolarimetric Variability Properties in Blazars PKS 0637–75 and PKS 1510–089; The Astrophysical Journal; True; 2024ApJ...968..130P
Juno Observations Set New Constraints on the Electrodynamic Interaction Between Io and Jupiter; Journal of Geophysical Research (Space Physics); True; 2024JGRA..12932591K
Frequency-domain multiplexing of SNSPDs with tunable superconducting resonators; Applied Physics Letters; True; 2024ApPhL.124z2602S
Learning the Universe: GalactISM Simulations of Resolved Star Formation and Galactic Outflows across Main-sequence and Quenched Galactic Environments; The Astrophysical Journal; True; 2024ApJ...975..113J
Cold Gas Subgrid Model (CGSM): a two-fluid framework for modelling unresolved cold gas in galaxy simulations; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.535.1672B
Quantifying azimuthal variations within the interstellar medium of z   0 spiral galaxies with the TYPHOON survey; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.534..883C
A Physically Motivated Framework to Compare the Merger Timescales of Isolated Low- and High-mass Galaxy Pairs Across Cosmic Time; The Astrophysical Journal; True; 2024ApJ...975..104C
TOI-1173 A b: The First Inflated Super-Neptune in a Wide Binary System; The Astronomical Journal; True; 2024AJ....168...91Y
A JWST MIRI MRS View of the η Tel Debris Disk and Its Brown Dwarf Companion; The Astrophysical Journal; True; 2024ApJ...976..167C
The Gasing Pangkah Collaboration. I. Asteroseismic Identification and Characterization of a Rapidly Rotating Engulfment Candidate; The Astrophysical Journal; True; 2024ApJ...966...42O
Pulling Back the Curtain on Shocks and Star Formation in NGC 1266 with Gemini-NIFS; The Astrophysical Journal; True; 2024ApJ...975..142O
Resolved UV and Optical Color Gradients Reveal Environmental Influence on Galaxy Evolution at Redshift z ∼ 1.6; The Astrophysical Journal; True; 2024ApJ...975..144C
Intergalactic Medium Rotation Measure of Primordial Magnetic Fields; The Astrophysical Journal; True; 2024ApJ...977..128M
Substantial Differences in Crop Yield Sensitivities Between Models Call for Functionality-Based Model Evaluation; Earth's Future; True; 2024EaFut..1203773M
UVIT/AstroSat Investigation of a Low-luminous Blue Straggler Star in NGC 362: Detection of an Extremely Low-mass White Dwarf as Companion; Bulletin de la Societe Royale des Sciences de Liege; True; 2024BSRSL..93..300D
Laser Measurement of Anomalous Electron Diffusion in a Crossed-Field Plasma; Physical Review Letters; True; 2024PhRvL.132m5301R
Unveiling Energetic Particle Dynamics in the Near-Earth Environment From CubeSat Missions; AGU Advances; True; 2024AGUA....501256L
NEOWISE-R Caught the Luminous SN 2023ixf in Messier 101; The Astrophysical Journal; True; 2024ApJ...977...98V
Parker Solar Probe Observations of Magnetic Reconnection Exhausts in Quiescent Plasmas near the Sun; The Astrophysical Journal; True; 2024ApJ...965...76E
2.5-D Local Hybrid Simulations of Hot Flow Anomalies Under Various Magnetic Field Geometries; Journal of Geophysical Research (Space Physics); False; 2024JGRA..12932301V
Oceanic Validation of IMERG-GMI Version 6 Precipitation Using the GPM Validation Network; Journal of Hydrometeorology; True; 2024JHyMe..25..125W
Unveiling the transferability of PLSR models for leaf trait estimation: lessons from a comprehensive analysis with a novel global dataset; New Phytologist; True; 2024NewPh.243..111J
The Dustiest Galactic S Stars: Mid-infrared Spectra from SOFIA/FORCAST; The Astrophysical Journal; True; 2024ApJ...973..158K
Leveraging past information and machine learning to accelerate land disturbance monitoring; Remote Sensing of Environment; False; 2024RSEnv.30514071Y
Snapshots of an Evolving Solar Nebula Recorded in Nucleosynthetic Sr and Ba Signatures of Early Condensates; The Astrophysical Journal; True; 2024ApJ...961L..15M
Light-curve analysis and shape models of NEAs 7335, 7822, 154244, and 159402; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.533.4160R
TOI-5126: a hot super-Neptune and warm Neptune pair discovered by TESS and CHEOPS; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.527.8768F
Statistical Association between the Candidate Repeating FRB 20200320A and a Galaxy Group; The Astrophysical Journal; True; 2024ApJ...961..177R
Prospects for Detecting Gaps in Globular Cluster Stellar Streams in External Galaxies with the Nancy Grace Roman Space Telescope; The Astrophysical Journal; True; 2024ApJ...962..151A
Mass determination of two Jupiter-sized planets orbiting slightly evolved stars: TOI-2420 b and TOI-2485 b; Astronomy and Astrophysics; True; 2024A&A...690A..18C
Virgo Filaments: III. The gas content of galaxies in filaments as predicted by the GAEA semi-analytic model; Astronomy and Astrophysics; True; 2024A&A...690A.300Z
Exploring the role of the halo-mass function for inferring astrophysical parameters during reionization; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.533.2502G
JWST detections of amorphous and crystalline HDO ice toward massive protostars; Astronomy and Astrophysics; True; 2024A&A...688A..29S
The evolution of continuum polarization in type II supernovae as a diagnostic of ejecta morphology; Astronomy and Astrophysics; True; 2024A&A...684A..16D
TIC 435850195: The Second Triaxial Tidally Tilted Pulsator; The Astrophysical Journal; True; 2024ApJ...975..121J
Dimorphos's Orbit Period Change and Attitude Perturbation due to Its Reshaping after the DART Impact; The Planetary Science Journal; True; 2024PSJ.....5..133N
Constraining the Presence of Companion Planets in Hot Jupiter Planetary Systems Using Transit-timing Variation Observations from TESS; The Astrophysical Journal Supplement Series; True; 2024ApJS..275...32Z
FORGE'd in FIRE II: The Formation of Magnetically-Dominated Quasar Accretion Disks from Cosmological Initial Conditions; The Open Journal of Astrophysics; True; 2024OJAp....7E..19H
A multi-grain multi-layer astrochemical model with variable desorption energy for surface species; Astronomy and Astrophysics; True; 2024A&A...687A.296K
Addressing data disparities is critical for biodiversity assessments; Trends in Ecology and Evolution; False; 2024TEcoE..39.1066E
Diamond-like carbon conversion surfaces for space applications; Journal of Applied Physics; True; 2024JAP...135r5301S
Irrigation-driven groundwater depletion in the Ganges-Brahmaputra basin decreases the streamflow in the Bay of Bengal; Communications Earth and Environment; True; 2024ComEE...5..169M
Orientation of IMF Discontinuity Normals Across the Solar Cycles; Journal of Geophysical Research (Space Physics); False; 2024JGRA..12932329L
Closed magnetic topology in the Venusian magnetotail and ion escape at Venus; Nature Communications; True; 2024NatCo..15.6065X
Electrical-thermal modeling and electrical design optimization of fuses in a nickel bus-plate for a Li-ion battery pack; Journal of Energy Storage; False; 2024JEnSt..8611226C
The Role of a Neutron Component in the Photospheric Emission of Long-duration Gamma-Ray Burst Jets; The Astrophysical Journal; True; 2024ApJ...965....8W
Magnetic Helicity Signs and Flaring Propensity: Comparing the Force-free Parameter with the Helicity Signs of Hα Filaments and X-Ray Sigmoids; The Astrophysical Journal; True; 2024ApJ...967..134A
The Massive and Distant Clusters of WISE Survey 2: A Stacking Analysis Investigating the Evolution of Star Formation Rates and Stellar Masses in Groups and Clusters; The Astrophysical Journal; True; 2024ApJ...972...27T
A Novel Orbit Parameterization in Spherical Coordinates; The Planetary Science Journal; True; 2024PSJ.....5..270N
Variations of flare energy release behaviour and magnetic loop characteristics versus absolute stellar parameters; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.535.1000Y
Characterization of JWST NIRCam PSFs and Implications for AGN+host Image Decomposition; The Astrophysical Journal; True; 2024ApJ...962..139Z
Dwarf galaxies in the MATLAS Survey: Hubble Space Telescope observations of the globular cluster systems of 74 ultra-diffuse galaxies; Astronomy and Astrophysics; True; 2024A&A...690A.339M
Just How River-Like Are Atmospheric Rivers?; Geophysical Research Letters; True; 2024GeoRL..5105828L
Kinetic simulations underestimate the effects of waves during magnetic reconnection; Physical Review Research; True; 2024PhRvR...6d2072N
How to Turn Jets into Cylinders near Supermassive Black Holes in 3D General Relativistic Magnetohydrodynamic Simulations; The Astrophysical Journal; True; 2024ApJ...963L..29R
Helium in the Extended Atmosphere of the Warm Superpuff TOI-1420b; The Astronomical Journal; True; 2024AJ....167..199V
The Timescales of Star Cluster Emergence: The Case of NGC 4449; The Astrophysical Journal; True; 2024ApJ...967..102M
Gaia21blx: Complete resolution of a binary microlensing event in the Galactic disk; Astronomy and Astrophysics; True; 2024A&A...686A.173R
Cosmology from cross-correlation of ACT-DR4 CMB lensing and DES-Y3 cosmic shear; Monthly Notices of the Royal Astronomical Society; True; 2024MNRAS.528.2112S
Rebuilding the Habitable Zone from the Bottom up with Computational Zones; Astrobiology; True; 2024AsBio..24..613S
The Extreme Activity in Comet Hale–Bopp (C/1995 O1): Investigations of Extensive Narrowband Photoelectric Photometry; The Planetary Science Journal; True; 2024PSJ.....5..281S
Skutterudites as sustainable thermoelectric material- A critical review; Solid State Sciences; False; 2024SSSci.15707721K
Record High March 2024 Arctic Total Column Ozone; Geophysical Research Letters; True; 2024GeoRL..5110924N
Observational Properties of 155 β Cephei Pulsating Variable Stars; The Astrophysical Journal Supplement Series; True; 2024ApJS..271...28S
Anatomy of the Class I protostar L1489 IRS with NOEMA. I. Disk, streamers, outflow(s) and bubbles at 3 mm; Astronomy and Astrophysics; True; 2024A&A...687A..92T
Earth-Based Transmitters Trigger Precipitation of Inner Radiation Belt Electrons: Unveiling Observations and Modeling Results; AGU Advances; True; 2024AGUA....501354X
Possibility of Lunar Crustal Magmatism Producing Strong Crustal Magnetism; Journal of Geophysical Research (Planets); False; 2024JGRE..12908179L
Space radiation measurements during the Artemis I lunar mission; Nature; True; 2024Natur.634...48G
Spectra of solar shallow-water waves from bright point observations; Astronomy and Astrophysics; True; 2024A&A...692A.102R
Effect of Equation of State and Cutoff Density in Smoothed Particle Hydrodynamics Simulations of the Moon-forming Giant Impact; The Planetary Science Journal; True; 2024PSJ.....5....9H
Climatology of Dayside E-Region Zonal Neutral Wind Shears From ICON-MIGHTI Observations; Space Weather; True; 2024SpWea..2203670L
Multipoint study of the rapid filament evolution during a confined C2 flare on 28 March 2022, leading to eruption; Astronomy and Astrophysics; True; 2024A&A...689A.259P
What Is Missing from the Local Stellar Halo?; The Astrophysical Journal; True; 2024ApJ...963..162S
Methods for Incorporating Model Uncertainty into Exoplanet Atmospheric Analysis; The Astrophysical Journal; True; 2024ApJ...966..156N
Satellite group infall into the Milky Way: Exploring the Crater-Leo case with new HST proper motions; Astronomy and Astrophysics; True; 2024A&A...687A.212J
Surveying the Giant H II Regions of the Milky Way with SOFIA. VI. NGC 3603; The Astrophysical Journal; True; 2024ApJ...963...55D
Katachi (形): Decoding the Imprints of Past Star Formation on Present-day Morphology in Galaxies with Interpretable CNNs; The Astrophysical Journal; True; 2024ApJ...967..152A
Laser-induced fragmentation of coronene cations; Physical Chemistry Chemical Physics (Incorporating Faraday Transactions); True; 2024PCCP...2618557P
Ion Parameters Dataset From Juno/JADE Observations in Jupiter's Magnetosphere Between 10 and 50 R<SUB>J</SUB>; Journal of Geophysical Research (Space Physics); False; 2024JGRA..12933454W
Disk Evolution Study Through Imaging of Nearby Young Stars (DESTINYS): The SPHERE view of the Orion star-forming region; Astronomy and Astrophysics; True; 2024A&A...685A..54V
Flooding in semi-unformal urban areas in North Africa: Environmental and psychosocial drivers; Science of the Total Environment; False; 2024ScTEn.92972486S
Uncertainty Quantification in Reduced-Order Gas-Phase Atmospheric Chemistry Modeling Using Ensemble SINDy; Journal of Geophysical Research Machine Learning and Computation; True; 2024JGRH....1..358G
A Snapshot Survey of Nearby Supernovae with the Hubble Space Telescope; The Astrophysical Journal; True; 2024ApJ...964..172B
A New Method for Analyzing F-Region Neutral Wind Response to Ion Convection in the Nightside Auroral Oval; Journal of Geophysical Research (Space Physics); False; 2024JGRA..12932415D
Revisiting the A <SUB> L </SUB> Lensing Anomaly in Planck 2018 Temperature Data; The Astrophysical Journal; True; 2024ApJ...974..187A
The Initial Conditions of Clustered Core Collapse: Multiwavelength Analysis of Oph A SM1N and N6 at 100 au Resolution; The Astrophysical Journal; True; 2024ApJ...965..165F
Uncertainty driven active learning of coarse grained free energy models; npj Computational Mathematics; True; 2024npjCM..10....9D
Active Galactic Nuclei and Host Galaxies in COSMOS-Web. I. NIRCam Images, Point-spread-function Models and Initial Results on X-Ray-selected Broad-line AGNs at 0.35 ≲ z ≲ 3.5; The Astrophysical Journal; True; 2024ApJ...962...93Z
Reverse Shock Revisited in Cassiopeia A with Chandra; The Astrophysical Journal; True; 2024ApJ...969..155W
Modeling Ionized Gas in the Small Magellanic Cloud: The Wolf–Rayet Nebula N76; The Astrophysical Journal; True; 2024ApJ...969..101T
Refined Modeling of Geoeffective Fast Halo CMEs During Solar Cycle 24; Space Weather; True; 2024SpWea..2203497Y
